Text_ID,Original_Text,Place_Name,Place_Type,Spatial_Features_Manmade,Spatial_Features_Natural,Spatial_Features_Visual,Spatial_Features_OtherSensory,Sensory_Visual_Desc,Sensory_Auditory_Desc,Sensory_TactileKinesthetic_Desc,Sensory_OlfactoryGustatory_Desc,Cognitive_Legibility_Orientation,Cognitive_Functionality_Usability,Cognitive_Aesthetics_Quality,Cognitive_Atmosphere_Experience,Cognitive_Meaning_Association,Social_CrowdLevel,Emotion_Valence,Emotion_Discrete,Emotion_Intensity,Emotion_Shift,Social_Company,Behavior_Activities,Behavior_Social_Interaction_Desc,Behavior_Lingering_Mention,Behavior_Approach_Avoidance_Intent,Behavior_Plan_Change,Behavior_Activity_Evaluation,RE_Spatial_Cognitive,RE_Cognitive_Emotion,RE_Emotion_Behavior,RE_Spatial_Emotion,RE_Spatial_Relation,RE_Other,Spatio_Emotional_Cognitive_Behavioral_Summary
entry_39,约上三五好友，一起追忆和它的过往吧！,,,,,,,,,,,,,,,追忆过往,,Positive,怀旧/温馨,中/一般,否,与朋友 (三五好友),追忆(集体),约上三五好友一起,,约上...一起...吧！,否,,,[追忆过往] -> [怀旧/温馨],[怀旧/温馨] -> [约好友一起追忆],,,,提议约上三五好友(社交/行为意图)，一起去某地追忆过往(行为/认知联想)，带有怀旧的情感(情感)。
entry_40,玻璃栈桥位于长江大桥下 适合拍日落 交通：🚇3号线上元门转乘🚌12路到南堡公园西下车骑单车到玻璃栈桥的入口处 可直接步行到江滨（栈桥上不允许骑车，会被入口的工作人员拦下）,玻璃栈桥; 长江大桥; 上元门站; 南堡公园西,地标/空间节点; 滨水区域; 交通枢纽,玻璃栈桥; 长江大桥; 地铁; 公交; 单车; 入口; 工作人员,日落; 江滨,日落,,,,,,,交通方式明确; 不允许骑车上栈桥,适合拍日落,,,,Neutral,兴趣/好奇,弱/低,否,,拍照(个人); 步行(个人),,,,否,,[玻璃栈桥] -> [适合拍日落],[适合拍日落] -> [兴趣/好奇],[兴趣/好奇] -> [拍照],[日落] -> [愉悦/开心],[玻璃栈桥] [位于] [长江大桥下],,介绍了位于长江大桥下的玻璃栈桥(地点)，指出其适合拍摄日落(认知美学/行为)，并提供了详细的交通方式(认知功能)，以及栈桥上不允许骑车的规定(认知功能)。
entry_41,浦口火车站街区，这个承载着南京近现代历史变迁的百年老站，终于在2024年10月11日低调开街，揭开了它的神秘面纱。这里不仅是朱自清《背影》中那深情的离别之地，也是《情深深雨濛濛》等多部影视作品的取景地，被誉为中国最文艺的火车站。 🚂 穿越时光的旅行：踏入浦口火车站街区，仿佛穿越回了那个车马邮件都慢的年代。一尊青铜雕像，手中握着鲜艳的橘子，仿佛在诉说着《背影》中那段关于父爱的故事。不远处的《背影》主题咖啡馆，墙面上装饰着散文中的父子对话，让人在品味咖啡的同时，也能感受到那份深沉的情感。 🏰 历史与现代的交融：街区内的建筑多为文保建筑，经过精心修缮，保留了原本的外观风格，内部则进行了现代化改造，使其既具有观赏性，又具备实用性。书店、旧物店、旗袍店、民宿、小型展馆、小吃店、咖啡店、茶室等多种业态，与街区的总体调性相得益彰，商业气息不浓，却能满足游客的基本需求。 🌉 文化与自然的和谐：浦口火车站街区不仅是历史的见证，也是文化的传承。在这里，你可以漫步在站前广场，感受那些年的繁华与喧嚣；也可以在雨廊下，聆听历史的回声。街区的开放，让这座百年老站真正融入了市民的生活，成为了一个集游、购、食、宿、娱多功能一体的历史文化街区。 📸 拍照打卡新地标：无论是《背影》主题雕塑，还是那些充满民国风情的建筑，都是拍照打卡的绝佳背景。在这里，每一次快门的按下，都是对历史的一次致敬，也是对美好时光的一次定格。 浦口火车站街区，一个让你在现代都市中，也能触摸到历史温度的地方。来这里，开启一场穿越时光的旅行，感受那份独特的文艺气息吧！🍂🚉,浦口火车站,历史遗迹; 商业设施; 交通枢纽; 广场/开阔地,街区; 百年老站; 青铜雕像; 橘子; 《背影》主题咖啡馆; 墙面装饰; 文保建筑; 书店; 旧物店; 旗袍店; 民宿; 小型展馆; 小吃店; 咖啡店; 茶室; 站前广场; 雨廊; 雕塑; 民国风情建筑,橘子,青铜雕像; 鲜艳的橘子; 墙面装饰; 民国风情建筑,,鲜艳; 民国风情,聆听历史的回声,触摸到历史温度,,,精心修缮; 现代化改造; 观赏性; 实用性; 多种业态; 满足游客基本需求; 融入市民生活; 多功能一体,最文艺; 保留原本外观风格; 相得益彰; 拍照打卡的绝佳背景,神秘面纱; 文艺; 仿佛穿越; 车马邮件都慢的年代; 深沉的情感; 历史与现代的交融; 繁华与喧嚣; 历史的回声; 文化与自然的和谐; 历史温度; 穿越时光; 文艺气息,承载近现代历史变迁; 百年老站; 朱自清《背影》; 《情深深雨濛濛》取景地; 文艺; 父爱故事; 历史的见证; 文化的传承; 历史的回声; 对历史的致敬; 美好时光的定格,,Positive,兴趣/好奇; 怀旧/温馨; 敬畏/惊叹; 愉悦/开心,强/高,否,游客; 市民,旅行(集体); 踏入(集体); 品味咖啡(集体); 漫步(集体); 聆听(集体); 拍照打卡(集体),,,来这里，开启一场...,否,,[街区] -> [仿佛穿越/历史与现代交融/文化与自然和谐]; [雕塑/建筑] -> [拍照打卡绝佳背景],[历史变迁/百年老站/背影/历史回声] -> [怀旧/温馨]; [文艺/穿越感] -> [兴趣/好奇]; [深沉情感/历史致敬] -> [敬畏/惊叹],[兴趣/怀旧] -> [旅行/拍照打卡/漫步],[浦口火车站街区] -> [怀旧/温馨],,[浦口火车站街区] -> [《背影》/《情深深雨濛濛》取景地],新开街的浦口火车站街区(地点)，承载着百年历史和文化记忆(认知意义)，建筑修缮后兼具观赏性和实用性，业态丰富(认知功能/美学)，营造出穿越时光的文艺、怀旧氛围(认知氛围/情感)，是拍照打卡的新地标(行为)，推荐游客前来体验(行为意图)。
entry_42,刚从南京淋完梧桐雨回来的血泪经验！四月日均3w步气温过山车，给大家看一下我的行李箱开箱 👚上衣：薄卫衣1（昼夜温差救星）短袖2（暴走吸汗）防晒衣1（钟山风景区紫外线暴击） 👖下装：牛仔裤1阔腿裤1（博物院排队久坐不勒）汉服马面裙（老门东出片神器） 👟鞋子：带气垫的运动鞋1玛丽珍鞋1（颐和路拍照小心机） ⚠避雷：别带毛呢外套！中山陵爬山出汗粘一身梧桐絮巨崩溃 ✅ 救命级物品包 ▪抗过敏药鼻炎喷雾（梧桐絮比柳絮凶10倍！） ▪折叠小板凳（音乐台等鸽子起飞要蹲半小时） ▪防水鞋套（秦淮河游船甲板会溅水湿鞋） 📸 2025限定玩法 1 鸡鸣寺夜樱专线（4.14.15限时开放）玄武门地铁站有接驳车 2 中山码头坐轮渡追江豚（4月洄游季成功率80！） 3 朝天宫玉兰雪糕限量版（集齐3根可换明孝陵门票优惠券） 🍜 本地人私藏菜单 ▪南湖董阿姨肉沫煎饼（加海带丝版本yyds） ▪三七八巷哑巴蛋饺（让老板现做焦底款） ▪锁金村京华汤包（比某网红店少排1小时队） ▪隐藏吃法：章云板鸭蘸徐家鸭子卤汁，解锁双倍快乐 🚫 避坑警报 ❗明孝陵鹿苑暂停投喂（2025新规违者罚款500） ❗夫子庙竹筒奶茶全是回收筒（去老门东买金陵十二钗限定款） ❗新街口地铁站7号口正在维修（去德基厕所走15号口更近） 💡 2025新情报 ▫牛首山新增玻璃栈道（佛顶宫拍照要抢8:00第一批入园） ▫红山动物园熊猫馆扩建（看九九玩滑梯要上午10点前） ▫南京站寄存柜升级人脸识别（全天30元封顶 现在来南京正当时！樱花未落蔷薇初开，科巷的青团还裹着艾草香～,南京; 钟山风景区; 博物院; 老门东; 颐和路; 中山陵; 音乐台; 秦淮河; 鸡鸣寺; 玄武门地铁站; 中山码头; 朝天宫; 明孝陵; 南湖; 三七八巷; 锁金村; 夫子庙; 新街口地铁站; 德基; 牛首山; 红山动物园; 南京站; 科巷,公园/绿地; 历史遗迹; 商业设施; 交通枢纽; 滨水区域; 地标/空间节点,梧桐雨; 行李箱; 衣服; 鞋子; 毛呢外套; 梧桐絮; 抗过敏药; 鼻炎喷雾; 折叠小板凳; 防水鞋套; 游船甲板; 接驳车; 轮渡; 玉兰雪糕; 门票优惠券; 煎饼; 蛋饺; 汤包; 板鸭; 卤汁; 鹿苑; 竹筒奶茶; 地铁口; 厕所; 玻璃栈道; 佛顶宫; 动物园熊猫馆; 滑梯; 寄存柜; 青团,梧桐雨; 气温; 紫外线; 梧桐絮; 鸽子; 江豚; 玉兰; 樱花; 蔷薇; 艾草香,梧桐雨; 梧桐絮; 夜樱; 江豚; 玉兰雪糕; 樱花; 蔷薇,气温过山车; 紫外线暴击; 出汗; 粘一身; 梧桐絮 (过敏); 溅水湿鞋; 艾草香,出片神器,,气温过山车; 暴走; 久坐不勒; 爬山出汗; 粘一身; 崩溃; 溅水湿鞋,艾草香,7号口维修，走15号口更近,昼夜温差救星 (卫衣); 吸汗 (短袖); 防晒 (防晒衣); 不勒 (阔腿裤); 小心机 (玛丽珍鞋); 救命级 (物品包); 方便 (接驳车); 成功率80% (追江豚); 优惠 (雪糕换门票); 少排队 (汤包); 暂停投喂; 回收筒 (奶茶); 维修 (地铁口); 新增栈道; 扩建 (熊猫馆); 升级 (寄存柜); 封顶 (寄存费),出片神器 (马面裙); yyds (煎饼); 焦底款 (蛋饺); 双倍快乐 (隐藏吃法),血泪经验; 崩溃,金陵十二钗限定款 (奶茶),排队 (博物院); 少排1小时队 (汤包),Mixed,挫败/烦恼; 愉悦/开心; 兴趣/好奇,中/一般,否,,淋雨(个人); 暴走(个人); 爬山(个人); 等鸽子(个人); 坐游船(个人); 坐轮渡(个人); 追江豚(个人); 吃(个人); 投喂(禁止); 买奶茶(个人); 拍照(个人); 看熊猫(个人); 寄存(个人),,日均3w步; 蹲半小时; 排队久坐; 少排1小时队,避雷; 救命级; 限定玩法; 私藏菜单; 避坑警报; 新情报; 推荐,否,崩溃 (爬山粘梧桐絮); yyds (吃煎饼); 双倍快乐 (吃法),[中山陵梧桐絮] -> [粘一身崩溃]; [秦淮河游船甲板] -> [溅水湿鞋]; [音乐台] -> [等鸽子要蹲半小时]; [中山码头轮渡] -> [追江豚成功率80%]; [夫子庙竹筒奶茶] -> [回收筒],[崩溃/烦恼] -> [挫败/烦恼]; [yyds/双倍快乐] -> [愉悦/开心],[烦恼] -> [避雷]; [愉悦] -> [推荐],[淋梧桐雨] -> [挫败/烦恼],,,分享了四月南京旅游的“血泪经验”(情感/认知)，包括应对梧桐雨、温差和梧桐絮过敏的建议(空间特征/认知功能)，推荐了特定衣物和必备品(行为)，介绍了限定玩法如鸡鸣寺夜樱、中山码头追江豚(行为/地点)，提供了本地人私藏美食(行为/地点)，并给出了多项避坑警报和最新情报(认知功能/行为意图)。
entry_43,周末半天闲逛指南🧭 江北图书馆浦口码头中山码头 📚江北图书馆建得太美了，尤其是一进门那三面三层楼高的书墙，午后阳光慢慢打过来，几何感更强烈。 🚢浦口码头旁边便是浦口火车站，即南京北站。北站便是朱自清《背影》中经典的卖橘子桥段发生的地方，亦是琼瑶《情深深雨蒙蒙》拍摄的取景地之一。 北站改建了一条文化街，不少文创，码头则有许多小摊贩，吃到个贼好吃的面筋，10元3串，童叟无欺。码头上往江对面看，林立大厦一瞬间魂穿香港维港的那抹景色。 船票2元一趟，船有两层，全封闭。落日时分靠窗远望，收获一江夕阳。 江对面是中山码头，有民国海军医院旧址、民国首都电厂旧址、铁路轮渡栈桥旧址和江豚观赏地。,江北图书馆; 浦口码头; 中山码头; 浦口火车站; 南京北站; 香港维港; 民国海军医院旧址; 民国首都电厂旧址; 铁路轮渡栈桥旧址; 江豚观赏地,商业设施; 交通枢纽; 历史遗迹; 滨水区域; 公园/绿地,"图书馆; 书墙; 浦口码头; 浦口火车站; 南京北站; 文化街; 文创; 小摊贩; 面筋; 大厦; 船票; 船 (两层, 全封闭); 中山码头; 民国海军医院旧址; 民国首都电厂旧址; 铁路轮渡栈桥旧址; 江豚观赏地",阳光; 落日; 夕阳; 江,书墙; 阳光; 几何感; 林立大厦; 香港维港景色; 落日; 夕阳,午后阳光,太美了; 几何感更强烈; 魂穿香港维港,,,贼好吃 (面筋),一进门; 旁边便是; 往江对面看; 江对面是,票价便宜 (2元); 全封闭 (船),建得太美了; 几何感强烈; 童叟无欺; 魂穿香港维港,魂穿香港维港,朱自清《背影》; 琼瑶《情深深雨蒙蒙》取景地,,Positive,愉悦/开心; 惊叹/敬畏; 兴趣/好奇; 怀旧/温馨,强/高,否,独自,闲逛(个人); 看书墙(个人); 吃面筋(个人); 看风景(个人); 坐船(个人); 看夕阳(个人),,半天,闲逛指南,否,贼好吃 (吃面筋),[江北图书馆书墙/阳光] -> [太美了/几何感强烈]; [浦口码头看江对面] -> [魂穿香港维港],[太美了] -> [惊叹/敬畏]; [好吃/美景/魂穿] -> [愉悦/开心]; [背影/情深深雨蒙蒙] -> [怀旧/温馨],[愉悦/好奇] -> [闲逛],[夕阳] -> [愉悦/开心],[浦口火车站] [位于] [浦口码头旁边]; [中山码头] [位于] [浦口码头江对面]; [多个旧址/观赏地] [位于] [中山码头附近],[南京北站] -> [朱自清《背影》/《情深深雨濛濛》取景地],推荐了一个周末半天闲逛路线(行为/地点)，包括江北图书馆(地点)，赞其书墙在阳光下很美(空间特征/认知美学)，以及浦口码头和旁边的浦口火车站(地点)，提及历史文化背景(认知意义)，可在码头吃到好吃面筋、看到类似维港的江景(行为/认知美学)，并可坐2元轮渡看夕阳(行为/认知功能)，对岸中山码头附近还有多个历史遗址(地点)。
entry_44,#,,,,,,,,,,,,,,,,,Neutral,,,否,,,,,,否,,,,,,,,空文本或仅包含符号。
entry_45,不知道有没有人和我一样就为了体验下渡轮，从中山码头坐到浦口码头，发现那里荒凉无比的。下了船就是几个吹萨克斯的老大爷，往里走是你呆在此地别动我去买几个橘子的南京北站，里面和那个1912街区差不多，但是门可罗雀。 渡轮上太阳好的是的拍照还是蛮好看的，可以参考滨田英明的调色，出片很日系。 不得不说这天视宁度太差了，用长焦得把清晰度拉满，调出来的照片味太冲了，有点像香港的感觉，嫌弃。腾龙70300也是巨肉无比，去紫边已拉满。。。,中山码头; 浦口码头; 南京北站; 1912街区,交通枢纽; 历史遗迹; 商业设施,渡轮; 中山码头; 浦口码头; 萨克斯; 南京北站; 1912街区; 相机 (长焦); 腾龙70-300,太阳; 天气 (视宁度差),日系风格; 香港感觉,太阳好; 视宁度差,荒凉无比; 门可罗雀; 蛮好看的; 日系; 味太冲了; 像香港的感觉; 巨肉无比 (镜头); 紫边,吹萨克斯,,,下了船就是; 往里走是,,荒凉无比; 门可罗雀; 蛮好看的 (渡轮拍照); 出片很日系; 味太冲了; 像香港的感觉; 巨肉无比 (镜头),荒凉无比; 门可罗雀,我去买几个橘子,门可罗雀,Mixed,兴趣/好奇; 失望; 愉悦/开心 (拍照); 厌恶 (照片效果/镜头),中/一般,否,独自,体验渡轮(个人); 坐渡轮(个人); 拍照(个人),看到吹萨克斯的老大爷,,嫌弃,否,蛮好看的; 出片很日系,[浦口码头/南京北站] -> [荒凉无比/门可罗雀]; [渡轮上拍照] -> [蛮好看的/很日系]; [视宁度差/长焦照片] -> [味太冲/像香港/嫌弃],[荒凉/门可罗雀] -> [失望]; [好看/日系] -> [愉悦/开心]; [味冲/嫌弃] -> [厌恶],[好奇] -> [体验渡轮],,[浦口码头] [轮渡连接] [中山码头]; [南京北站] [位于] [浦口码头附近],,为了体验渡轮(行为/情感)，从中山码头坐到浦口码头(地点)，发现对岸荒凉、门可罗雀(认知氛围/人群)，感到失望(情感)。但在渡轮上阳光好时拍照效果不错，很日系(行为/认知美学/情感)。然而天气视宁度差，长焦照片效果不佳，令人嫌弃(自然特征/认知美学/情感)。
entry_46,人生就像一辆火车，去哪其实并不重要，关键在于窗外的风景,,,火车; 窗,风景,风景,,,,,,,,关键在于窗外的风景,,人生就像一辆火车,,Neutral,放松/平静,弱/低,否,,,,,,否,,[窗外风景] -> [关键],[关注风景] -> [放松/平静],,,,[人生] [类比] [火车],通过将人生比作火车(认知联想)，强调窗外的风景(空间特征)比目的地更重要(认知评价)，传达一种关注过程和体验的人生态度(情感)。
entry_47,公交线路: 95路、117路、12路、Y9南堡公园西 站下车 地铁3号线，上元门站（2口）出站，共享单车骑行10分钟,南堡公园西站; 上元门站,交通枢纽; 公园/绿地,"公交线路 (95, 117, 12, Y9); 公交站; 地铁线 (3号线); 地铁站; 出口 (2口); 共享单车",,,,,,骑行10分钟,,站下车; 出站,多种交通方式,,,,,Neutral,,,否,,乘坐公交(个人); 乘坐地铁(个人); 骑共享单车(个人),,骑行10分钟,,否,,,,,,,,提供了到达某地（可能是南堡公园）的交通指南(认知功能)，包括具体的公交线路、地铁线路及站点，以及出站后骑共享单车的建议时长(行为)。
entry_48,南京中山码头，还保留着2块钱的长江轮渡，幸运的你还有可能看到江豚呢,中山码头,交通枢纽; 滨水区域,中山码头; 轮渡,长江; 江豚,江豚,,,,,,,保留着; 票价便宜 (2块钱),幸运,幸运,,,Positive,兴趣/好奇; 愉悦/开心,弱/低,否,,坐轮渡(个人); 看江豚(个人),,,,否,,[轮渡] -> [保留着/2块钱]; [看到江豚] -> [幸运],[幸运] -> [愉悦/开心]; [看到江豚的可能性] -> [兴趣/好奇],,[江豚] -> [兴趣/好奇],,,介绍了南京中山码头(地点)仍保留着2元长江轮渡(空间特征/认知功能)，并提及幸运的话可能看到江豚(自然特征/认知氛围)，带有好奇和期待的情感(情感)。
entry_49,浦口火车站历史文化街区已经正式开园啦！等了这么多年终于惊艳亮相，拍照超出片！还免费！我大胆预测下，这里即将成为新晋顶流旅游打卡点！,浦口火车站,历史遗迹; 商业设施; 交通枢纽,历史文化街区,,,,惊艳亮相; 超出片,,,,,正式开园; 免费,惊艳亮相; 拍照超出片; 新晋顶流,惊艳; 顶流,等了这么多年,顶流 (预测),Positive,愉悦/开心; 惊叹/敬畏; 兴趣/好奇,强/高,否,,拍照(个人); 打卡(个人),,,大胆预测; 即将成为...打卡点,否,拍照超出片,[浦口火车站街区] -> [惊艳亮相/超出片/免费/顶流],[惊艳/超出片/顶流] -> [愉悦/开心]; [惊艳] -> [惊叹/敬畏],[愉悦/好奇] -> [预测成为打卡点],,,,宣布浦口火车站历史文化街区(地点)已开园(认知功能)，评价其惊艳亮相、拍照超出片且免费(认知美学/功能)，预测将成为顶流打卡点(行为意图)，表达了兴奋和期待的情感(情感)。
entry_50,夕阳下🌇的南堡公园真的太出片了 ✨Biling biling的河面 旁边是南京长江大桥玻璃栈道,南堡公园; 南京长江大桥; 玻璃栈道,公园/绿地; 地标/空间节点; 滨水区域,南堡公园; 南京长江大桥; 玻璃栈道,夕阳; 河面,夕阳; Biling biling的河面; 南京长江大桥; 玻璃栈道,,太出片了; Biling biling,,,,旁边是...,,太出片了; Biling biling,,,,Positive,愉悦/开心; 惊叹/敬畏,强/高,否,,拍照(个人),,,,否,太出片了,[夕阳下的南堡公园/河面] -> [太出片了/Biling biling],[太出片了] -> [愉悦/开心]; [太出片了/Biling biling] -> [惊叹/敬畏],[愉悦/惊叹] -> [拍照],[夕阳/Biling biling河面] -> [愉悦/开心],[南京长江大桥玻璃栈道] [位于] [南堡公园旁边],,在夕阳下的南堡公园(地点/自然特征)，看到波光粼粼的河面(视觉特征)，认为非常适合拍照出片(认知美学/行为评价)，旁边就是长江大桥玻璃栈道(空间关系)，感到非常愉悦(情感)。
